year,local,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2020,인천서구,28260,Seo-gu,서구,"162,806","161,848",958,0,0,"3,085,093","3,070,354","15,439",0,700,6.78,"1,100,825","1,175,506","1,100,825",0,"1,007,316","947,991",0,"59,325",87.3,17.48,69.86,"148,037","591,640","846,876",391,"212,753",,,6.9,"69,403","1,002,865",57.6,"551,320","26,318",31.9,37.8,10.7,"542,040",더불어민주당,7th,이재헌,더불어민주당,63.58,강범석,자유한국당,28.73
2021,인천서구,28260,Seo-gu,서구,"160,875","159,641","1,234",0,0,"3,197,752","3,182,778","15,674",0,700,0.33,"1,208,194","1,212,161","1,208,094",100,"1,272,838","1,189,029",0,"83,809",88.4,15.95,72.4,"149,103","676,720","934,677",428,"231,914",,,11.4,"1,267,342","144,287",55.3,"666,394","34,807",31.3,37.3,11.4,"555,380",더불어민주당,7th,이재헌,더불어민주당,63.58,강범석,자유한국당,28.73
2022,인천서구,28260,Seo-gu,서구,,,,,,,,,,,,,,,,,,,,89.1,17.88,71.26,"181,424","723,139","1,014,806",451,"250,579",,,,,,,,,31,38.7,11.9,"589,013",국민의힘,8th,강범석,국민의힘,51.17,김종인,더불어민주당,48.82
2003,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"90,535","89,868",0,668,59,23.51,35.5,"20,473","30,911","87,071",45,"11,546",,,,,,,,,39.1,39.1,5.2,"257,564",새천년민주당,3rd,정구운,한나라당,60.48,고남석,새천년민주당,39.51
2004,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"99,824","96,469",0,"3,356",55.6,19.34,36.25,"17,734","33,240","91,689",55,"14,236",,,,,,,,,36.4,36.4,5.5,"255,998",새천년민주당,3rd,정구운,한나라당,60.48,고남석,새천년민주당,39.51
2005,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"113,327","108,411",0,"4,917",58.1,19.11,38.97,"20,277","41,344","106,086",75,"19,075",,,,,,,,,37.8,66.8,5.7,"265,658",새천년민주당,3rd,정구운,한나라당,60.48,고남석,새천년민주당,39.51
2006,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"123,988","122,293",0,"1,695",56.8,14.49,42.27,"17,593","51,308","121,377",60,"15,868",,,,,,,,,32.9,63.8,5.9,"271,010",열린우리당,4th,남무교,한나라당,58.89,안귀옥,열린우리당,24.05
2007,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"137,902","137,902","137,902","137,902",62.1,12.38,49.69,"17,323","69,531","139,920",69,"18,785",,,,,,,,,26.1,58.1,6.3,"268,780",열린우리당,4th,남무교,한나라당,58.89,안귀옥,열린우리당,24.05
2008,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,"159,011","157,617",0,"1,394",76.7,24.89,51.83,"39,984","83,255","160,646",86,"23,054",,,12.8,"25,220","196,663",40.5,"75,291","4,310",29.2,56.3,6.5,"268,668",한나라당,4th,남무교,한나라당,58.89,안귀옥,열린우리당,24.05
2009,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-15.06,"254,444","216,125","254,446",-2,"222,733","219,568",0,"3,165",79.5,28.45,51.01,"56,390","101,101","198,208",121,"32,490",,,6.9,"17,207","248,286",42.3,"99,993","5,031",29.3,57.2,6.8,"271,497",한나라당,4th,남무교,한나라당,58.89,안귀옥,열린우리당,24.05
2010,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-17.47,"229,709","189,569","229,710",-1,"200,176","197,912",0,"2,264",79.7,25.5,54.22,"52,690","112,024","206,615",127,"34,348",,,9.6,"21,542","224,930",46.9,"100,120","5,338",29.8,54.5,6.9,"279,230",한나라당,5th,고남석,민주당,48.89,남무교,한나라당,44.56
2011,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-12.95,"268,629","233,843","268,630",-2,"227,795","224,920",0,"2,875",82.7,31.53,51.13,"75,525","122,478","239,528",278,"77,731",,,12.4,"32,590","262,174",46.1,"112,820","8,147",44.9,57.2,7.1,"287,903",한나라당,5th,고남석,민주당,48.89,남무교,한나라당,44.56
2012,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-14.4,"289,292","247,630","289,192",100,"259,825","255,727",0,"4,098",81.3,29.39,51.9,"74,009","130,718","251,853",273,"78,608",,,10.7,"30,037","280,337",46.7,"124,036","6,898",43.3,57.3,7.4,"292,589",한나라당,5th,고남석,민주당,48.89,남무교,한나라당,44.56
2013,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-7.57,"298,702","276,080","298,622",80,"280,960","279,006",0,"1,955",80.9,25.09,55.79,"66,182","147,124","263,731",287,"83,904",,,8.9,"25,869","290,933",54.3,"149,918","7,976",42.3,52.8,7.7,"300,305",한나라당,5th,고남석,민주당,48.89,남무교,한나라당,44.56
2014,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,-7.82,"342,672","315,875","342,592",80,"303,739","300,554",0,"3,185",82.1,21.94,60.13,"66,206","181,417","301,709",279,"83,689",,,7.1,"23,501","330,884",53.5,"167,163","9,808",32.9,41.4,7.8,"310,703",새누리당,6th,이재호,새누리당,48.96,고남석,새정치민주연합,44.84
2015,인천연수구,28185,Yeonsu-gu,연수구,"8,477","8,477",0,0,0,"1,103,565","1,103,565",0,0,0,-13.11,"374,277","325,219","374,177",100,"304,686","299,680",0,"5,006",82.1,22.38,59.71,"70,235","187,372","313,795",289,"89,739",,,7.6,"27,784","363,919",54,"185,974","10,390",34.1,43,8,"319,052",새누리당,6th,이재호,새누리당,48.96,고남석,새정치민주연합,44.84
2016,인천연수구,28185,Yeonsu-gu,연수구,"10,770","10,764",6,0,0,"1,169,532","1,167,464","2,068",0,0,15.97,"344,878","399,943","344,978",-100,"351,573","348,829",0,"2,745",82.6,22.51,60.1,"78,928","210,747","350,686",330,"105,227",,,6.1,"25,678","422,339",49.4,"196,584","11,949",35.2,43.2,8.2,"328,627",새누리당,6th,이재호,새누리당,48.96,고남석,새정치민주연합,44.84
2017,인천연수구,28185,Yeonsu-gu,연수구,"11,207","11,195",12,0,0,"1,206,093","1,201,880","4,713",0,500,1.39,"403,873","409,495","403,355",517,"413,033","396,887",0,"16,147",83.3,26.05,57.3,"105,449","231,917","404,759",333,"109,533",,,7,"33,733","484,496",47.1,"208,739","19,281",33.1,41,8.6,"335,142",새정치민주연합,6th,이재호,새누리당,48.96,고남석,새정치민주연합,44.84
2018,인천연수구,28185,Yeonsu-gu,연수구,"14,479","13,590",889,0,0,"1,240,315","1,233,222","7,594",0,500,1.55,"448,727","455,702","448,728",-1,"461,172","446,379",0,"14,793",84.3,26.89,57.41,"126,844","270,778","471,666",369,"123,804",,,7.2,"38,897","540,348",46.9,"239,098","14,368",32.9,40.1,9,"346,359",더불어민주당,7th,고남석,더불어민주당,58.58,이재호,자유한국당,35.16
2019,인천연수구,28185,Yeonsu-gu,연수구,"14,273","13,521",752,0,0,"1,232,760","1,224,592","8,668",0,500,-7.38,"563,559","521,943","563,540",20,"582,967","567,297",0,"15,670",85.5,29.71,55.8,"163,105","306,346","548,965",413,"143,102",,,10.5,"63,989","609,914",52.7,"305,596","15,766",31.9,39.1,9.4,"366,550",더불어민주당,7th,고남석,더불어민주당,58.58,이재호,자유한국당,35.16
2020,인천연수구,28185,Yeonsu-gu,연수구,"35,239","34,499",740,0,0,"1,286,912","1,275,308","12,103",0,500,1.91,"722,166","735,958","722,136",30,"637,889","625,332",0,"12,558",85.3,24.41,60.92,"139,989","349,411","573,593",417,"153,032",,,7.6,"51,437","679,274",57.7,"373,474","18,262",33.1,40.4,9.9,"387,450",더불어민주당,7th,고남석,더불어민주당,58.58,이재호,자유한국당,35.16
2021,인천연수구,28185,Yeonsu-gu,연수구,"21,509","21,029",481,0,0,"1,324,419","1,312,179","12,740",0,500,1.42,"786,142","797,339","786,132",10,"767,229","749,719",0,"17,510",86.4,21.69,64.72,"131,022","390,878","603,961",408,"158,192",,,7.8,"778,493","60,502",61.2,"455,272","20,953",31.5,40.2,10.5,"389,644",더불어민주당,7th,고남석,더불어민주당,58.58,이재호,자유한국당,35.16
2022,인천연수구,28185,Yeonsu-gu,연수구,,,,,,,,,,,,,,,,,,,,86.9,21.98,64.95,"150,813","445,716","686,212",426,"166,159",,,,,,,,,30.3,40.8,11.4,"385,796",국민의힘,8th,이재호,국민의힘,54.82,고남석,더불어민주당,45.17
2003,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"97,251","92,149",0,"5,102",55.8,9.33,46.49,"6,714","33,456","71,964",194,"2,745",,,,,,,,,23.8,68.9,19.6,"14,270",새천년민주당,3rd,조건호,새천년민주당,63.81,김종길,한나라당,36.18
2004,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"103,235","89,089",0,"14,146",59.4,11.14,48.21,"10,403","45,000","93,347",281,"4,015",,,,,,,,,31.8,62.9,19.5,"14,820",새천년민주당,3rd,조건호,새천년민주당,63.81,김종길,한나라당,36.18
2005,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"109,406","106,072",0,"3,334",59.1,4.28,54.84,"4,127","52,895","96,459",412,"6,113",,,,,,,,,21.1,55,19.2,"15,609",새천년민주당,3rd,조건호,새천년민주당,63.81,김종길,한나라당,36.18
2006,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"131,292","121,937",0,"9,355",62.3,9.05,53.2,"9,898","58,170","109,333",333,"5,204",,,,,,,,,20.4,55.9,18.7,"16,491",열린우리당,4th,조윤길,한나라당,44.08,김철호,열린우리당,30.12
2007,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"154,256","154,256","154,256","154,256",62.1,17.2,44.95,"21,934","57,331","127,547",334,"5,503",,,,,,,,,27.6,63.1,19,"16,980",열린우리당,4th,조윤길,한나라당,44.08,김철호,열린우리당,30.12
2008,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,"170,417","157,401",0,"13,016",74.1,21,53.09,"24,979","63,151","118,947",379,"6,443",,,11,"22,389","202,971",10.4,"17,844","3,326",12.9,58.4,19.3,"17,376",한나라당,4th,조윤길,한나라당,44.08,김철호,열린우리당,30.12
2009,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-22.83,"251,616","194,179","248,667","2,949","259,589","236,339",0,"23,250",79.8,21.06,58.79,"40,406","112,795","191,867",496,"8,625",,,8.9,"20,211","227,039",9.9,"17,939","4,442",20.3,59,19,"18,221",한나라당,4th,조윤길,한나라당,44.08,김철호,열린우리당,30.12
2010,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-13.27,"239,147","207,411","237,028","2,120","245,404","198,108",0,"47,296",83.3,25.75,57.55,"43,829","97,963","170,237",469,"8,545",,,9.6,"21,042","219,223",11.6,"20,567","4,836",22.7,58.1,19.3,"18,739",한나라당,5th,조윤길,한나라당,100,,,
2011,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-8.52,"284,167","259,949","282,644","1,523","246,331","209,105",0,"37,226",79.3,27.27,52,"44,318","84,505","162,496",454,"8,500",,,8,"20,489","256,232",10.1,"21,545","4,377",21.1,57.4,19.4,"19,485",한나라당,5th,조윤길,한나라당,100,,,
2012,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-10.1,"250,231","224,954","249,061","1,169","260,378","236,490",0,"23,887",81.7,26.48,55.23,"49,888","104,061","188,422",513,"10,000",,,9.9,"22,640","228,213",13.1,"23,826","5,961",18.2,54.2,20,"20,039",한나라당,5th,조윤길,한나라당,100,,,
2013,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-7.58,"261,544","241,729","260,475","1,069","257,877","227,201",0,"30,676",81.8,25.85,55.94,"55,471","120,049","214,617",499,"10,000",,,11.7,"29,061","248,803",11.6,"23,223","5,650",14.3,51.3,19.9,"20,698",한나라당,5th,조윤길,한나라당,100,,,
2014,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,-9.35,"283,273","256,797","281,867","1,407","270,520","229,019",0,"41,501",82.3,26.74,55.52,"60,417","125,446","225,936",566,"11,720",,,11.2,"28,489","254,836",14.7,"32,018","5,428",8.7,44.9,20.8,"20,703",새누리당,6th,조윤길,새누리당,65.75,김기조,무소속,28.59
2015,인천옹진군,28720,Ongjin-gun,옹진군,"15,035","15,035",0,0,0,"1,174,767","1,158,455","16,312",0,0,-7.94,"277,869","255,817","275,791","2,078","260,732","231,202",0,"29,530",81.6,29.36,52.26,"67,811","120,700","230,955",599,"12,410",,,10.8,"27,783","257,183",14.6,"32,476","5,188",8.9,47.4,21.3,"20,962",새누리당,6th,조윤길,새누리당,65.75,김기조,무소속,28.59
2016,인천옹진군,28720,Ongjin-gun,옹진군,"13,166","13,166",0,0,0,"1,202,819","1,186,508","16,312",0,0,4.15,"286,656","298,556","286,684",-28,"320,112","284,386",0,"35,726",82.8,30.4,52.38,"77,057","132,776","253,487",668,"14,000",,,13,"40,410","310,149",14.4,"39,625","5,099",8.9,47.2,21.4,"21,351",새누리당,6th,조윤길,새누리당,65.75,김기조,무소속,28.59
2017,인천옹진군,28720,Ongjin-gun,옹진군,"11,786","11,786",0,0,0,"1,227,256","1,208,295","18,961",0,0,0.37,"300,295","301,401","300,633",-338,"318,033","293,328",0,"24,705",81.5,30.79,50.67,"75,443","124,152","245,012",727,"15,520",,,11.8,"37,723","320,850",14.5,"40,480","6,190",9.8,53.9,22.4,"21,573",새정치민주연합,6th,조윤길,새누리당,65.75,김기조,무소속,28.59
2018,인천옹진군,28720,Ongjin-gun,옹진군,"13,982","13,982",0,0,0,"1,263,157","1,243,360","19,796",0,0,1.7,"283,961","288,778","284,168",-207,"289,923","279,511",0,"10,412",81.7,32.02,49.69,"83,136","128,999","259,615",761,"16,415",,,10.9,"32,755","301,618",17.1,"43,533","7,913",9.2,53.1,23.6,"21,036",더불어민주당,7th,장정민,더불어민주당,40.32,김정섭,자유한국당,36.84
2019,인천옹진군,28720,Ongjin-gun,옹진군,"12,859","12,858",0,0,0,"1,310,531","1,286,537","23,994",0,0,16.88,"293,020","342,475","293,459",-438,"310,710","305,400",0,"5,310",82.1,30.23,51.89,"82,421","141,481","272,661",683,"14,360",,,10.4,"36,716","353,353",18.9,"53,308","13,336",7.8,54.5,24.9,"20,566",더불어민주당,7th,장정민,더불어민주당,40.32,김정섭,자유한국당,36.84
2020,인천옹진군,28720,Ongjin-gun,옹진군,"14,978","14,978",0,0,0,"1,306,579","1,283,707","22,872",0,0,3.14,"363,688","375,094","363,857",-169,"389,354","354,297",0,"35,056",83.2,28.55,54.69,"87,652","167,894","307,010",918,"18,876",,,8.4,"32,105","383,621",17.5,"58,320","8,974",9,53.3,26.8,"20,455",더불어민주당,7th,장정민,더불어민주당,40.32,김정섭,자유한국당,36.84
2021,인천옹진군,28720,Ongjin-gun,옹진군,"14,178","14,176",2,0,0,"1,339,488","1,316,402","23,086",0,0,6.31,"356,083","378,542","356,190",-108,"413,807","363,881",0,"49,926",82.5,25.31,57.22,"77,524","175,242","306,284",968,"19,806",,,7.6,"397,788","30,344",19,"66,063","9,585",9,53,28.3,"20,342",더불어민주당,7th,장정민,더불어민주당,40.32,김정섭,자유한국당,36.84
2022,인천옹진군,28720,Ongjin-gun,옹진군,,,,,,,,,,,,,,,,,,,,84.6,26.13,58.48,"95,154","212,964","364,191","1,028","20,919",,,,,,,,,8.4,54.2,29.6,"20,613",국민의힘,8th,문경복,국민의힘,55.46,장정민,더불어민주당,44.53
2003,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"88,472","82,368",0,"6,104",53.8,22.76,31.01,"16,376","22,310","71,953",289,"22,614",,,,,,,,,47.6,49.2,9.3,"85,415",새천년민주당,3rd,김홍섭,새천년민주당,50.06,한영환,한나라당,49.93
2004,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"103,725","94,525",0,"9,200",52.3,23.73,28.6,"19,184","23,120","80,826",304,"25,947",,,,,,,,,51.4,51.4,9.4,"89,993",새천년민주당,3rd,김홍섭,새천년민주당,50.06,한영환,한나라당,49.93
2005,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"109,870","105,256",0,"4,614",49,24.95,24.07,"21,279","20,524","85,282",310,"27,895",,,,,,,,,55.3,78.9,9.6,"92,300",새천년민주당,3rd,김홍섭,새천년민주당,50.06,한영환,한나라당,49.93
2006,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"108,798","97,404",0,"11,394",51,18.74,32.22,"18,879","32,454","100,740",246,"22,750",,,,,,,,,46.3,74.4,10.1,"91,916",열린우리당,4th,박승숙,한나라당,51.94,이상용,열린우리당,21.81
2007,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"114,199","114,199","114,199","114,199",51.3,17.07,34.27,"18,953","38,060","111,050",287,"26,400",,,,,,,,,44,72,10.8,"89,768",열린우리당,4th,박승숙,한나라당,51.94,이상용,열린우리당,21.81
2008,인천중구,28110,Jung-gu,중구,,,,,,,,,,,,,,,,"138,455","130,573",0,"7,882",69.5,31.89,37.59,"40,668","47,940","127,544",315,"28,286",,,12.4,"22,311","179,515",20.6,"34,325","2,617",50,73.8,11.3,"88,713",한나라당,4th,박승숙,한나라당,51.94,이상용,열린우리당,21.81
2009,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-22.93,"220,878","170,241","220,928",-50,"198,432","180,122",0,"18,310",73.2,30.05,43.11,"48,369","69,388","160,973",474,"42,083",,,11.3,"23,809","210,104",23.9,"46,863","3,274",49.5,70.8,11.6,"89,688",한나라당,4th,박승숙,한나라당,51.94,이상용,열린우리당,21.81
2010,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-20.91,"243,580","192,657","243,618",-38,"195,297","182,359",0,"12,939",77.4,26.65,50.78,"49,563","94,428","185,972",502,"44,981",,,12.9,"28,874","224,047",22.3,"46,515","3,408",50.1,68.6,11.9,"92,890",한나라당,5th,김홍복,민주당,42.41,박승숙,한나라당,33.79
2011,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-20.52,"241,517","191,956","241,435",82,"208,404","197,864",0,"10,539",78.5,33.18,45.34,"60,152","82,200","181,284",646,"60,044",,,11,"24,304","221,944",26.4,"54,709","3,927",52.1,69.9,12.4,"93,581",한나라당,5th,김홍복,민주당,42.41,박승숙,한나라당,33.79
2012,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-20.81,"246,034","194,839","245,638",396,"209,580","204,437",0,"5,144",76.3,32.28,44.03,"60,021","81,872","185,935",761,"71,248",,,9.1,"21,086","232,647",28.9,"63,492","3,804",51.9,69.4,12.9,"98,648",한나라당,5th,김홍복,민주당,42.41,박승숙,한나라당,33.79
2013,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-20.36,"272,354","216,911","271,963",391,"208,017","201,456",0,"6,560",75.6,33.25,42.35,"66,866","85,167","201,090",797,"78,578",,,10.3,"26,300","255,852",29.4,"70,901","4,369",54.3,69.3,13,"107,774",한나라당,5th,김홍복,민주당,42.41,박승숙,한나라당,33.79
2014,인천중구,28110,Jung-gu,중구,,,,,,,,,,,-14.83,"280,841","239,185","280,284",557,"247,514","238,221",0,"9,293",77.8,29.45,48.38,"66,848","109,821","226,979",806,"86,884",,,12.6,"32,682","259,948",32.2,"78,383","5,305",45.6,55.7,13.3,"111,929",새누리당,6th,김홍섭,새누리당,52.6,강선구,새정치민주연합,42.45
2015,인천중구,28110,Jung-gu,중구,"11,704","14,173",579,0,"3,049","815,103","802,629","12,933",0,459,-12.87,"286,002","249,200","285,444",558,"256,856","247,487",0,"9,369",76.7,29.83,46.92,"69,490","109,276","232,923",829,"92,745",,,11.4,"30,269","264,819",36.2,"89,735","6,013",46.5,55.1,13.5,"114,493",새누리당,6th,김홍섭,새누리당,52.6,강선구,새정치민주연합,42.45
2016,인천중구,28110,Jung-gu,중구,"34,213","33,734",479,0,0,"868,003","855,434","13,028",0,459,3.39,"279,537","289,003","278,941",596,"283,789","278,331",0,"5,458",77.5,27.77,49.7,"72,008","128,881","259,330",834,"95,454",,,9.3,"28,218","304,231",32.4,"92,532","6,074",43.2,52.1,13.7,"115,249",새누리당,6th,김홍섭,새누리당,52.6,강선구,새정치민주연합,42.45
2017,인천중구,28110,Jung-gu,중구,"27,094","26,774",321,0,0,"1,065,450","1,052,830","13,078",0,459,5.82,"296,412","313,666","295,906",506,"307,701","296,818",0,"10,883",76.9,27.8,49.15,"71,938","127,203","258,812",869,"100,111",,,9.9,"32,268","325,000",32.3,"97,506","7,439",46.5,55.5,14.1,"117,999",새정치민주연합,6th,김홍섭,새누리당,52.6,강선구,새정치민주연합,42.45
2018,인천중구,28110,Jung-gu,중구,"24,699","24,456",244,0,0,"1,084,954","1,072,166","13,248",0,459,-3.33,"325,374","314,538","324,930",444,"331,125","307,209",0,"23,916",77.7,27.54,50.13,"85,766","156,105","311,371",878,"103,581",,,11,"36,151","329,500",36.5,"113,167","7,118",42,51.6,14.3,"122,499",더불어민주당,7th,홍인성 ,더불어민주당,56.25,김정헌,자유한국당,37.68
2019,인천중구,28110,Jung-gu,중구,"10,563","10,504",60,0,0,"1,157,801","1,144,777","13,483",0,459,11.03,"356,428","395,727","356,481",-53,"375,765","364,128",0,"11,637",79.6,27.87,51.74,"100,913","187,342","362,074","1,010","123,710",,,12.2,"48,474","397,356",37.2,"140,010","7,673",42,50.9,14.1,"135,135",더불어민주당,7th,홍인성 ,더불어민주당,56.25,김정헌,자유한국당,37.68
